职位名称,工作地址,学历要求,工作年限要求,招聘人数,薪资待遇,公司行业,公司性质,公司规模,融资阶段,招聘状态,职位类型,岗位描述,公司介绍,公司工商信息,简历详情页地址,更新日期
人事实习生,上海-静安区,本科,,,150-200元/天,房地产开发经营,,500-999人,沪深A股上市,,实习,<岗位标签>校园招聘；岗位配置招聘；人力资源经验</岗位标签>岗位内容：1、根据公司的招聘任务和计划，按标准的招聘流程实施招聘，协助团队完成招聘任务；2、负责招聘岗位的发布，招聘需求的更新；3、简历筛选，对合格简历通过电话进行沟通和意向确认，邀约候选人面试；4、安排面试并跟进面试结果，对候选人进行offer发放与入职沟通，完成入职审批与后续入职资料整理。5、协助团队完成校园招聘前期准备工作；6、完成团队交代的其他工作任务。岗位要求：1、本科大三或研究生在校学生，至少工作3天，有相关经验优先；2、有良好的理,上海港湾集团为全球客户提供集勘察、设计、施工、监测于一体的岩土工程综合服务，主要包括地基处理、桩基工程等业务。公司工程业绩遍布境内、东南亚、中东、南亚、拉美等地区，涉及机场、港口、公路、铁路、电厂、市政、石油化工、国防工程、围海造地等领域。是一家拥有海外22家分支机构的跨国集团。集团自主研发的“高真空”系列造地技术，比常规方法造价节省、工期节省、质量可控、特别是不用添加水泥、碎石等添加剂，绿色环保方面的优势。完成了印尼雅万高铁、上海浦东机场、新加坡樟宜机场、迪拜世界岛等一百余项重大项目。集团创始人、董事长,https://www.liepin.com/company/9524597/,https://www.liepin.com/lptjob/66738047,2024-05-11 13:19:23
大客户经理,上海-杨浦区,本科,,2人,4-5k,互联网,,50-99人,天使轮,,应届,<岗位标签>团队管理；客户管理；to B</岗位标签>岗位职责： 1.负责跟企业客户建立联系排摸需求；2.给企业客户根据需求组合报解决方案；3.参与企业端活动的宣传邀约；4.对行业企业做数据整理分析和分类；5.对合作企业案例做案例整理分析分类；6.负责跟进企业客户合同商务流程，开票。任职要求：1.具有学校期间兼职经验的优先；2.具有较好组织协调能力，做事仔细踏实；3.具有一定研究、调研和数据分析能力，4.具有较强的沟通能力、抗压能力、学习能力以及团队协作精神，不排斥临时加班。截止日期：2024年05月31,上海复醒网络科技有限公司专注于高校电子类院系， 整合校企资源，为半导体行业提供人才培养服务和产学研联动服务， 助力中国造“芯”；我们致力于解决半导体产学研脱轨的问题， 提供产学研联动服务，具体业务包括：校企IC设计/流片/封测/IP交易的专业服务、 高校项目孵化等，产学研联动助力中国半导体产业造“芯”。,https://www.liepin.com/company/9906469/,https://www.liepin.com/lptjob/66737767,2024-05-11 13:19:00
AIGC实习生,上海-杨浦区,本科,,3人,200-400元/天,计算机软件,,100-499人,融资未公开,,实习,<岗位标签>深度学习</岗位标签>职位描述1、负责AIGC的相关工具与技术的调研2、参与AIGC应用基础工具的搭建岗位要求1、本科及以上学历，计算机、数学、机器学习等相关专业，有良好的机器学习或深度学习理论基础；2、了解AIGC，对开源大模型等有一定理解与实践；3、有Python编程经验，除外能熟悉Java更佳；4、有较强的逻辑和学习能力，能接受挑战性的工作；5、可每周实习三天以上，实习5-6个月 招聘人数：3人,上海比孚信息科技有限公司公司简介上海比孚信息科技有限公司（以下简称“比孚”）是一家成立于2013年的专注于IT技术服务的高新技术企业。比孚核心团队成员来自多家国际知名咨询和信息技术服务公司，在toB信息化咨询领域有着丰富的管理和落地经验。随着数字化转型的深入以及IT技术的快速发展，企业的IT投入逐年升高，IT的ROI显得更加重要。面对不同行业不同业务的业务和技术需求，比孚凭借积累多年的方法论和工具，始终围绕着价值和效率，为客户提供专业，快速见效的解决方案。为向客户提供更具针对性的专业服务，比孚将技术服务整,https://www.liepin.com/company/6833193/,https://www.liepin.com/lptjob/66737695,2024-05-11 13:18:49
大客户经理实习岗,上海-杨浦区,本科,,2人,150-200元/天,互联网,,50-99人,天使轮,,实习,<岗位标签>团队管理；客户管理；to B</岗位标签>岗位职责： 1.负责跟企业客户建立联系排摸需求；2.给企业客户根据需求组合报解决方案；3.参与企业端活动的宣传邀约；4.对行业企业做数据整理分析和分类；5.对合作企业案例做案例整理分析分类；6.负责跟进企业客户合同商务流程，开票。任职要求：1.具有学校期间兼职经验的优先；2.具有较好组织协调能力，做事仔细踏实；3.具有一定研究、调研和数据分析能力，4.具有较强的沟通能力、抗压能力、学习能力以及团队协作精神，不排斥临时加班。招聘人数：2人,上海复醒网络科技有限公司专注于高校电子类院系， 整合校企资源，为半导体行业提供人才培养服务和产学研联动服务， 助力中国造“芯”；我们致力于解决半导体产学研脱轨的问题， 提供产学研联动服务，具体业务包括：校企IC设计/流片/封测/IP交易的专业服务、 高校项目孵化等，产学研联动助力中国半导体产业造“芯”。,https://www.liepin.com/company/9906469/,https://www.liepin.com/lptjob/66737409,2024-05-11 13:18:37
测量测绘,上海-黄浦区,学历不限,,3人,120-150元/天,专业技术服务,,100-499人,,,实习,<岗位标签>CAD</岗位标签>1、人员要求：热爱工作，对待工作仔细认真，服从安排，能吃苦耐劳，性格热情开朗，善于沟通，测绘行业相关专业优先，应届毕业生可提供实习证明；2、工作内容：农村不动产测量，下村到户，进行测绘农村房屋宗地和房屋，现场收取资料和核实权籍界线等，先培训3-5天，培训后统一安排区域上班；3、必须会使用全站仪（会使用RTK者优先），必须会使用CAD制图，办公软件office【保险福利】实习期间购买商业意外保险；【工作时间】弹性工作制，月休四天（调休制）；【公司平台】实习期间将提供专业培训及,我公司“同测测量联行”有下属成员机构：上海同测规划设计勘测有限公司（原上海同测土地规划设计测绘咨询有限公司），是基于同济大学良好的学术氛围和规划设计理念而新创立的一家综合性规划设计公司，公司办公面积1300余平方，具有城乡规划甲级（申请中）、土地规划乙级、测绘乙级及土地登记代理资质。公司目前拥有员工120余人，技术专业覆盖城市规划与设计、建筑设计、土地管理、工程测量等多个领域，拥有工程设计经验丰富的高级工程师5名，注册规划师10名，各专业工程师30余人以及有同济大学博士、硕士等组成高端设计团队，并聘请同济,https://www.liepin.com/company/9899279/,https://www.liepin.com/lptjob/66737299,2024-05-11 13:18:25
EMC测试助理工程师,上海-浦东新区,本科,,1人,8-9k·15薪,汽车零部件及配件,,2000-5000人,沪深A股上市,,应届,<岗位标签></岗位标签>岗位职责：1.负责汽车零部件 EMC 及电气测试工作;2.负责所属实验室仪器设备的管理保养与维护;3.与项目工程师沟通确认测试参数，测试标准，产品功能:4.实验室测试数据的记录、备份和管理;相关记录的更新:5.负责所属场地的日常管理工作及期间核查工作;6.配合实验室进行认可的取得;7.配合质量负责人维护、执行实验室质量管理体系;8.完成实验室负责人交办的其它事项岗位要求：1. 本科学历，通信、电子相关专业背景;2.有 EMC 及电气测试经验优先考虑;3. 能配合日常加班，必要时可,科博达技术股份有限公司（股票代码：603786），2003年9月创立于上海浦东，总部位于上海自贸区张江科学城，目前下设数家子公司和合资公司，是国家重点扶持的汽车电子高新技术企业。 科博达是汽车智能与节能部件系统方案提供商，始终立足全球汽车产业的市场平台，专注汽车电子及相关产品的技术研发与产业化，已成功融入全球汽车电子高端产业链体系，是国内少数能与全球高端汽车品牌，进行电子产品同步研发的中国企业。 科博达现有LED照明控制、电机控制、能源管理、车载电器与电子等五大系列、一百多个品种的产品。公司拥有全球几十家,https://www.liepin.com/company/7869114/,https://www.liepin.com/lptjob/66737253,2024-05-11 13:18:14
Researcher Executive,上海-黄浦区,本科,,,11-12k,专业技术服务,,1000-2000人,,,应届,<岗位标签></岗位标签>Main Job Responsibilities：1. Participate in the project briefing for clients with manager2. Set up and execute projects independently. 3. Be responsible for quality control - accuracy of data report.4. Be involved in reporting and proposal wr,"益普索Ipsos是全球最大的市场研究咨询公司之一，业务遍及全球90个市场，员工超过18,000人。益普索Ipsos于2000年进入中国，在北京、上海、广州、深圳、武汉、成都、香港、台北等8个城市设有办公室。 在益普索Ipsos，充满热情和好奇心的专业研究人员、分析师和科学家们共同建立了独特的多专业能力，对居民、消费者、患者、顾客及员工的行为、意见和动机提供真正的理解和强大的洞察。益普索Ipsos通过定量问卷、定性研究、社媒舆情和电商数据监测获得全方位一手调研数据，在市场和用户理解、品牌、声誉、创新、客户体",https://www.liepin.com/company/474099/,https://www.liepin.com/lptjob/66737227,2024-05-11 13:18:02
新媒体运营实习生,上海-青浦区,学历不限,,2人,150-200元/天,医疗机构,,50-99人,,,实习,<岗位标签>新媒体运营</岗位标签>微博发布、评论、私信小红书发布 、评论、私信新媒体账号注册及维护 网站SEO软文整理和发布口碑评论发布图片素材处理招聘人数：2人,亘博生命科技(上海)有限公司，为博成医疗投资集团中国运营中心。企业实缴注册资金3亿5千万元，从事海外医疗事业。目前，已在美国开办二家专科医院，在国内、俄罗斯、泰国筹备开设专科医院，并在合肥、北京、成都、深圳陆续开设分支机构。我们致力于集中全球优质的医疗资源，服务各阶层民众。亘博生命科技，秉承平等、开放、民主的公司氛围，为有志之士提供充分发挥自身智慧和能力的舞台，为公司员工提供家庭般温暖的港湾。欢迎加入。,https://www.liepin.com/company/12338871/,https://www.liepin.com/lptjob/66737109,2024-05-11 13:17:51
财务助理,上海-静安区,本科,,1人,6-10k,矿产开采,,2000-5000人,沪深A股上市,,应届,<岗位标签>成本管理；费用管理；财务核算；往来核算；审计；财务管理；成本核算</岗位标签>职责描述：1、协助部门审核公司各项成本的支出，进行成本核算、费用管理、成本分析，并定期编制成本分析报表；2、协助部门进行应付账款、预付账款、其他应付款的日常核算及合作方对账工作；3、协助各部门进行成本经济核算，并分解下达成本、费用、计划指标；4、协助部门评估成本方案，及时改进成本核算方法；5、保管好成本、计算资料并按月装订，定期归档。任职要求：1、统招本科及以上学历应届生，会计学、财务管理、金融学、审计学等相关专业，,西藏珠峰资源股份有限公司（以下简称公司）是一家以矿山综合开发为主的资源类上市企业（证券代码600338），主要从事矿产资源勘探、开采、矿石加工、金属冶炼、矿产品贸易、矿产资源及相关产业投资运作等业务。公司总部设在上海，以借助上海中心城市的金融、信息和人才功能定位，同时发挥注册所在地西藏自治区和控股股东注册地新疆自治区的独特地缘政治优势，立足矿产资源丰富的我国西部地区，着力布局中亚和我国其他周边国家和地区，以矿产资源投资和运营、矿业金融和贸易为主营业务，目标通过5-10年的努力，将公司发展成为在行业内具有相,https://www.liepin.com/company/13002829/,https://www.liepin.com/lptjob/66737069,2024-05-11 13:17:39
生物反应器实验技术员,上海-浦东新区,中专/中技,,1人,4-7k·13薪,制药,,100-499人,,,应届,<岗位标签>生物制药；细胞培养；培养工艺；细胞生物学技术；生物企业；GMP认证；细胞工程；新药；生物药；医药研发</岗位标签>职位描述：1、遵守公司和部门管理规章制度，确保日常工作符合公司规程；2、严格按照SOP或实验方案，完成工艺开发各项研发任务；3、参与干细胞的传统2D培养和3D悬浮培养；4、负责细胞培养的日常取样、参数检测、数据记录和整理等工作；5、协助完成生物反应器的准备、上罐和下罐清洗等工作；6、负责设备的日常清洁和维护；7、公司安排的其他工作。任职要求：1、专科及以上学历，生物或医药相关专业优,浙江泉生生物科技有限公司（曾用名“上海泉生生物科技有限公司”）是上海交通大学教授/博导、国家中组部“千人计划”专家、原美国Bayer资深过程发展科学家（Sr. Process Development Scientist）齐念民教授创办的上海丽坤生物科技股份有限公司全资子公司，于2016年3月22日注册成立于上海 “千人计划”创业园。公司主营业务为：细胞制剂临床前研究/实验、人体临床研究/试验、IND/NDA注册申报及产业化。泉生公司现已建成1）干细胞perfusion生物反应器产业化工程技术平台（Biop,https://www.liepin.com/company/10028548/,https://www.liepin.com/lptjob/66736363,2024-05-11 13:17:02
贸易专员,上海,大专,,1人,150-200元/天,医疗器械,,1-49人,,,实习,<岗位标签></岗位标签>岗位职责：1、协助业务经理完成询盘/还盘/订单/合同/出货计划的管理；2、协助货代人员完成订单出货及到货事宜的通知及协调；3、协助业务经理进行账期/回款/信用风险的控制；4、完成领导交办的其它工作。岗位要求：1、大专及以上学历毕业生优先；2、熟练使用Word/Excel/PPT；3、服从领导安排，工作认真好学；4、了解贸易基础业务流程，熟悉跟单、质检流程者优先。 招聘人数：1人,公司简介本公司座落于上海普陀区，主要从事医疗急救包生产、研发、组装以及产品销售。公司产品应用于医疗及急救中心，产品销售遍及国内及海外。由于严格的产品品质把控以及较高的专业设计，在本行业内享有良好的知名度。我们依然在成长在壮大。为此，应公司业务发展需要，现诚聘有意向的人士加入我们，共同努力！,https://www.liepin.com/company/8163039/,https://www.liepin.com/lptjob/66736161,2024-05-11 13:16:51
Clinical Trial Coordinator Intern,上海-静安区,本科,,,120元/天,制药,,10000人以上,,,实习,<岗位标签>CE认证</岗位标签>Short role description:Clinical Trial Coordinator Intern is a resource for the TMF & Excellence Team to support daily work and improve efficiency. Clinical Trial Coordinator Intern works synergistically with Clinical Trial Coordinator and,2023年是阿斯利康进入中国的第三十年。自1993年以来，阿斯利康始终秉持“以患者为中心”的初心，以科学为本，不断开拓科学疆域，从药物研发、生产运营、商业模式等领域不断推动创新实践和可持续发展。三十年来，阿斯利康始终致力于成为一家“引进来、扎得稳、走出去”的本土化跨国药企，凭借其全球优势资源与对中国本土医药市场的深度洞察，持续汇聚全球智慧力量，同时不断助力“中国创新”走向全球，实现“植根中国，服务中国，惠及全球”的长期承诺。阿斯利康中国总部及全球研发中国中心位于上海，并在无锡、泰州、青岛分别建立全球生产供,https://www.liepin.com/company/8365393/,https://www.liepin.com/lptjob/66735411,2024-05-11 13:16:27
投资管理培训生（复健资本）(J12636),上海-徐汇区,博士,,3人,薪资面议,制药,,10000人以上,已上市,,应届,<岗位标签></岗位标签>职责描述：1．研究医药大健康领域（主要为医疗器械）的行业动态，负责市场调研、数据收集、行业研究以及项目的开发与筛选；2．协助项目尽职调查与评估，为潜在项目编制投资调研报告、可行性研究报告及框架协议相关内容，并拟订项目实施计划和行动方案；3．参与投资项目执行和投后管理工作。任职要求：1．2023/2024届统招国内外博士毕业生；2．药物、生物、化学、医学、临床、生物工程等与医药相关专业，若有商科、法律、财务、金融等辅修专业可优先考虑；3．具有良好的英语听说、读写能力，适应英文工作环,上海复星医药（集团）股份有限公司（简称“复星医药”，股票代码：600196.SH，02196.HK）成立于1994年，是中国领先的医疗健康产业集团。复星医药以促进人类健康为使命，业务覆盖医疗健康全产业链，主要包括药品制造与研发、医疗服务、医疗器械与医学诊断、医药分销与零售。复星医药始终将自主创新作为企业发展的源动力，持续完善“仿创结合”的药品研发体系，在中国、美国、印度等建立了高效的国际化研发团队，形成全球联动的研发体系。复星医药拥有国家级企业技术中心，打造了高效的化学创新药平台、生物药平台、高价值仿制药,https://www.liepin.com/company/7023768/,https://www.liepin.com/lptjob/66734827,2024-05-11 13:15:52
电子商务部实习生,上海-浦东新区,硕士,,,薪资面议,基金/证券/期货,,100-499人,,,实习,<岗位标签></岗位标签>岗位职责：1、配合电商部门进行代销平台日常运营工作；2、协助进行社群私域的维护；3、协助制作和储备宣传物料；4、协助商务推进公告，协助准备银行及其他金融机构准入材料。岗位要求：1、2025-2027 年应届高等院校全日制硕士，有一定的金融学知识或证券投资经验。2、有互联网思维，热爱文字创作，有视频制作能力优先；3、认真、细致，沟通能力强，具有团队合作能力。,华泰保兴基金管理有限公司成立于2016年7月26日，是经中国证监会批准设立的公募基金管理公司。公司管理团队及投研团队核心人员主要来自华泰保险集团资产管理团队，我们将以此为基础致力于长期参与中国基金业的发展，并面向个人投资者为主的客户群体打造优秀的资产管理品牌，努力成为国内领先的基金管理公司。公司将本着“稳健、创新、勤勉、专业”的经营理念及宗旨，以宏观研究为基础、审慎配置大类资产，以行业研究为支撑、精选债券股票组合的投资决策执行体系，辅以资产负债管理、风险管理等手段，力争为广大投资者提供专业化的投资理财服务,https://www.liepin.com/company/8867170/,https://www.liepin.com/lptjob/66734745,2024-05-11 13:15:29
财务实习生,上海-浦东新区,本科,,1人,150-180元/天,电子/半导体/集成电路,,100-499人,,,实习,<岗位标签>财务管理；记账凭证编制；报表编制</岗位标签>岗位职责：1、协助财务会计做好记账审核工作；2，有财务实习及凭证装订经验。2、完成领导交付的其他工作。岗位要求：1、财务管理系相关专业，大三及以上；2、熟练使用Office办公软件；3、有财务实习经验者优先；4、纪律性和责任心强，有良好的团队合作精神；5、学习能力强，具有良好的沟通能力。招聘人数：1人,北京忆芯科技有限公司（Starblaze）于2015年底正式成立，致力于成为世界级的大数据芯片及方案公司，公司在16年7月完成亿元级别A轮融资，并在18年7月完成亿元级别A+轮融资。总部位于北京，同时在上海，成都，厦门，深圳分别设有研发中心和客户技术支持中心。公司技术团队由业界IC专家和资深工程师组成，具有丰富的工程化及成熟的产品化能力。核心成员具有多年研发经验和多项研发成果，拥有从底层算法到芯片设计，再到解决方案设计等多方面的丰富经验。 忆芯科技业务方向覆盖消费级和企业级SSD主控芯片，由我司自主研发的,https://www.liepin.com/company/8908950/,https://www.liepin.com/lptjob/66733995,2024-05-11 13:14:19
【2024校园】渗透测试工程师,上海-徐汇区,本科,,,200-250元/天,网络/信息安全,,100-499人,,,实习,<岗位标签>安全运维；Python</岗位标签>职责描述:1. 参与安全服务项目实施，包括渗透测试、源码审计、应急响应等；2. 对常见漏洞进行分析、复现工作，并提出漏洞修复建议；3. 完成安全服务项目报告编写，为客户提出安全解决方案；3. 负责安全软安全测试，并输出相应测试报告；4. 完成领导和上级主管单位交办的安全技术相关阶段性工作。任职要求:1. 熟悉owasp top10漏洞的渗透测试，熟练掌握常见安全测试工具；2. 熟悉python，能统筹协调多个python项目的耦合设计及部分编码、排障工作；3,,https://www.liepin.com/company/1006303/,https://www.liepin.com/lptjob/66733449,2024-05-11 13:13:54
货拉拉-战略投资部 PTA,上海-黄浦区,学历不限,,,200元/天,生活服务O2O,,5000-10000人,D轮,,实习,<岗位标签></岗位标签>【招募城市】北京 上海 深圳 广州，商圈、写字楼、地铁站，多个地点可选【工作内容】线下访谈：在公司战略团队的指导下，完成线下用户调研，包括特定提纲调研、访谈数据整理等工作；【任职要求】1.本科及以上，年级不限；2.有线下PTA经验优先；3.要求一周内到岗。,"货拉拉于2013年创立,成长于粤港澳大湾区，公司以“货物出行更轻松”为使命，以“拉货=货拉拉”为愿景，一家从事同城/跨城货运、企业版物流服务、搬家、零担、汽车租售及车后市场服务的互联网物流商城。",https://www.liepin.com/company/9142549/,https://www.liepin.com/lptjob/66731699,2024-05-11 13:12:51
实习生（宠物食品开发）,上海-静安区,本科,,1人,150-180元/天,批发/零售,,50-99人,,,实习,<岗位标签></岗位标签>岗位职责：1.协助对接研发项目2. 协助项目落地3. 完成相关文本数据的整理归纳工作4. 领导安排的其他工作事宜职位要求：1.大专及以上学历，动物学，食品营养学专业2.每周出勤三天以上，可出勤4个月以上3.熟练使用EXCEL，对数字有一定的敏感度，有较强的逻辑思维能力；4.具有良好的职业道德，踏实稳重，工作细心，责任心强，良好的沟通、协调能力。招聘人数：1人,上海幸尚佰和品牌管理（集团）有限公司（原名：上海汪萌主宠物用品有限公司）于2017年在上海创立，业务包括宠物用品、食品、宠物及宠主周边产品等。旗下品牌未卡Vetreska，是一个专注于时尚养宠生活方式的宠物品牌，致力于从人类生活中汲取美好灵感，未卡VETRESKA坚持用拟人化、拟物化的产品设计，与宠物分享充满乐趣、实用兼备的愉悦体验。自品牌创立以外，未卡先后打造了无土猫草、仙人掌猫爬架、西瓜猫砂盆、宠物泡泡箱等爆款产品，被业界誉为“爆款制造机”。2022年10月，未卡旗下新加坡子公司获5000万美元战略投,https://www.liepin.com/company/9161293/,https://www.liepin.com/lptjob/66731443,2024-05-11 13:11:51
运营专员（小红书）,上海-浦东新区,本科,,2人,180-200元/天,培训服务,,100-499人,,,实习,<岗位标签>白班客服；非销性质；咨询服务；教育培训</岗位标签>岗位职责：1、收集小红书平台的学员用户的反馈；2、收集竞品机构在内容营销方面的相关信息；3、向用户进行回访，征询对教学服务和教学产品的评价和建议；4、对咨询用户进行分类，针对线索收集用户进行咨询回访；5、协助咨询师进行线索收集和分配工作。岗位要求：1、本科及以上学历；2、有教育培训机构工作经验者优先；3、有小红书线索收集，咨询回复经验优先；4、有较强的意愿从事销售行业，有较强的沟通能力；5、为人正直，踏实，有上进心。作息时间：周一至周日9点-,"香港大学中国商业学院（简称港大ICB） [HKU Institute for China Business]直属于香港大学，为践行「为中国而立」创校校纲，顺应中国发展的趋势与需求，提供实战专业课程，为中国培育具专业深度、知识广度、未来高度的跨学科人才。港大ICB自2010年2月正式创立，开启了一扇创新之门，成为香港大学进入内地培养专业管理人才的先驱。学院先后推出一系列在职专业和高管研究生文凭课程，满足管理者的学习深造需求，屡屡成为众多跨学科专业课程的**者。历经十余年发展，学院培养的18,000多名校友分",https://www.liepin.com/company/7888225/,https://www.liepin.com/lptjob/66730641,2024-05-11 13:00:19
WEB前端开发实习生,上海-徐汇区,本科,,2人,150-200元/天,计算机软件,,50-99人,,,实习,<岗位标签>Javascript；Vue；HTML5；界面开发</岗位标签>1.负责使用 Vue开发 Web 和App2.参与核心产品平台的开发与迭代任职要求:1.有过 Web 前端开发经验，含至少三个月以上 Web 开发 2.了解 TypeScript、JavaScript、HTML、Less，熟悉 React/Vue、Redux/Mobx、Webpack3.了解 Node.js 和任意一种 Web 应用框架(如 Express)4.了解 SPA、PWA 开发的流程，有过企业级监控平台开发经验更佳5.了,上海宏凰软件科技有限公司，成立于上海，是一家从事服装/鞋/零售消费品的产品生命周期管理 (PLM) 解决方案，提供了最全面的服装/鞋/零售 PLM（产品生命周期管理）功能，包括产品规划、设计图稿管理、产品开发管理、材料开发管理、采购及供应商协作等核心功能。超过 2/3 的行业领先的零售和消费品公司均使用我们的解决方案,https://www.liepin.com/company/13530745/,https://www.liepin.com/lptjob/66730595,2024-05-11 13:00:08
市场营销专员,上海-普陀区,大专,,3人,7-12k,专业技术服务,,1-49人,,,应届,<岗位标签>市场营销；自媒体；广告/传媒/文化</岗位标签>岗位职责：热爱美食，喜欢吃吃吃的你！日常喜欢探店！热爱生活！！热烈欢迎！！！1、完成品牌官方微信、点评、小程序等平台营销策划及日常维护，提升客户品牌形象；2、协助市场部的工作开展，有效与客户沟通并了解需求。各官方平台的选题、策划、创意构思、拍摄和剪辑等工作；3、研究热门视频内容、快速获取新闻热点、挖掘潜力玩法；4、拥有创造力，能将创意与产品相结合，和品牌一起完成视频创意策划；5、协作摄影部门完成统筹拍摄、现场的调度与把控，跟进视频后期、确保视频质,公司创始团队深耕市场营销10余年，上海收视率 1名的日播美食节目团队打造，超过15年市场营销、节目制作经验，SMG《淘最上海》、《淘最厨房》、《韩国印象》、《我们退休啦》、《X-诊所》、《今天谁买单》、《甲方乙方》、《今日印象》etc……从0到1的品牌孵化全案，品牌策划执行、VI设计、空间设计、产品呈现、服务话术等全流程参与。打造网红品牌、爆款产品以及长期服务品牌稳定增长营业额。,https://www.liepin.com/company/12292141/,https://www.liepin.com/lptjob/66729903,2024-05-11 12:59:21
机构销售岗,上海-浦东新区,硕士,,1人,100-120元/天,基金/证券/期货,,100-499人,,,实习,<岗位标签></岗位标签>【职责描述】：1、协助承销经理拓展保险等机构客户，进行保债和信托产品推介和销售工作，确保另类投资项目的发行；2、协助承销经理负责上述客户的拓展及日常维护，与重点机构建立战略合作伙伴关系，从而建立公司的稳定客户群；3、协助负责保债和信托项目的路演材料，项目合同等材料制作；4、协助负责建立客户信息库，并及时维护更新，为公司各项业务推进、另类产品销售等提供支持；【任职要求】：1、硕士及以上学历，金融、经济、市场等相关专业;2、拥有银行、信托、保险、券商等金融机构或类金融机构销售实习经验,民生通惠资产管理有限公司成立于2012年11 月15日，是由民生人寿保险股份有限公司出资、中国保监会批准设立的保险资产管理公司。公司注册资本1亿元人民币，截止至2017年12月31日管理资产约为1479亿人民币。,https://www.liepin.com/company/9946081/,https://www.liepin.com/lptjob/66729679,2024-05-11 12:59:10
老板助理,上海-闵行区,大专,,1人,6-10k,批发/零售,,1-49人,融资未公开,,应届,<岗位标签>秘书经验</岗位标签>1.能出差2.情商高3.会算数据4.工作时间灵活5.做事认真负责截止日期：2025年05月07日招聘人数：1人,通信设备及相关产品，通讯器材，电子产品，计算机、软件及辅助设备（除计算机信息系统安全专用产品）、日用百货、文化办公用品、办公设备、建筑材料的批发兼零售，市场营销策划，商务咨询（除经纪），从事通信科技领域内技术开发、技术咨询、技术服务。 【依法须经批准的项目，经相关部门批准后方可开展经营活动】,https://www.liepin.com/company/8043459/,https://www.liepin.com/lptjob/66728673,2024-05-11 12:58:23
电商运营实习生,上海-徐汇区,学历不限,,,150元/天,电子商务,,100-499人,,,实习,<岗位标签>电商运营；平台运营；品牌运营；渠道运营</岗位标签>主要负责店铺维护，产品上下架，做数据表格协助运营，更好地经营店铺。要求：2025届毕业生，可尽快到岗，一周实习至少三天以上,2017年成立于上海，是一家自主研发设计的新零售时装企业，旗下品牌：致知 ZHIZHI ，orange desire，坚持打造以“真不二价”的理念将善良的时装与优质的服务交付客人与社会。致力于以整合运营的新思维方式和行为，打破传统固有规则，以年轻活力且具有凝聚力的格物精神，推崇积极浪漫的生活态度。,https://www.liepin.com/company/13379725/,https://www.liepin.com/lptjob/66728207,2024-05-11 12:57:46
实习生，人力资源部,上海-黄浦区,本科,,,80-100元/天,建筑/工程设计,,2000-5000人,,,实习,"<岗位标签>合同管理；校园招聘；员工关系；人力资源经验</岗位标签>[岗位名称]实习生，人力资源(组织)部[工作内容]-协助实习生招聘、校园招聘项目，包括简历筛选，面试协调与安排等相关事宜-协助员工信息系统日常维护、劳动合同归档等工作-部门领导交代的其他工作[岗位要求]-本科或硕士在校学生，人力资源、劳动关系或经济管理相关专业-对人力资源板块有热情，亲和力强，善于沟通，耐心、细心、富有敬业精神-熟练使用Microsoft Office办公软件 (Word, Excel, Power Point)[其他信息",华东建筑设计研究院有限公司（简称“华东院”；英文ECADI）是华建集团从事设计咨询领域的龙头企业。华东院最早成立于1952年5月19日，是新中国第一批国有大型建筑设计咨询企业之一。1999年由华东建筑设计研究院改制成为华东建筑设计研究院有限公司。70年来，华东院全力服务国家发展战略，秉持“高效、合作、领先、敬业、创新”的核心价值观，坚持国际先进、国内领先的发展定位，致力于为城市高质量发展提供创新设计与咨询的属地化集成服务。创新中国设计，引领美好生活。华东院将在新时代人民城市建设中，以引领时代的创新设计，为,https://www.liepin.com/company/8761357/,https://www.liepin.com/lptjob/66728183,2024-05-11 12:57:34
应用工程师,上海-闵行区,本科,,,5-6k,贸易/进出口,,1-49人,,,应届,<岗位标签></岗位标签>1、跟进公司销售案例， 提供售前和售后技术支持和应用咨询服务；2、协助销售完成订单；3、负责对接国外客户的技术需求，提供技术方案与技术澄清工作；4、负责提供报价方案；5、配合协助采购部进行对应项目或设备供应商的开发工作；任职要求：1、本科以上学历，机械制造、流体机械设计、机电一体化及相关专业；2、机械设计基础，熟悉零件各种加工工艺和标准书；3、熟练AUTO CAD制图软件，熟练使用OFFICE系列办公软件；4、 有团队工作意识，沟通能力较强，有责任感；5、良好的英文沟通表达能力；,上海双葆机械集团有限公司是一家新型商贸公司，由资深外贸人员筹措建立于2012年，以出口石油泵、化工泵、金属磁力泵和衬四氟泵和机械密封为主，兼顾国内业务，销售的产品遍及世界各地。 凭借国内生产制造优势，结合新颖和独特的营销方式，我们开拓了泰国，越南，美国，以色列，巴基斯坦，孟加拉国，俄罗斯，阿联酋，巴西，土耳其，伊朗，伊拉克等市场。产品出口到10几个国家和地区。产品和服务得到客户的高度认可，并建立了长期稳定的合作关系。与众多跨国公司在中国的工厂也有广泛的合作。与此同时，得到了国内众多知名泵和密封品牌的信赖和,https://www.liepin.com/company/12469795/,https://www.liepin.com/lptjob/66727159,2024-05-11 12:56:10
