职位名称,工作地址,学历要求,工作年限要求,招聘人数,薪资待遇,公司行业,公司性质,公司规模,融资阶段,招聘状态,职位类型,岗位描述,公司介绍,公司工商信息,简历详情页地址,更新日期
空运操作,上海-杨浦区,大专,3-5年,,6-9k·13薪,货运/物流/仓储,,50-99人,,,,<岗位标签>航空运输；水路运输；交通/运输</岗位标签>岗位职责：1、国际空运海运业务处理；2、跟踪货物运输动态，协调解决运输过程中的问题；3、客户的日常性售后维护；4、完成公司安排的其他相关事宜。岗位要求：1、大专以上学历；2、3年相关工作经验；3、熟悉国际空运海运操作流程；4、具备货运操作相关知识；5、良好的服务意识，执行能力强；能承受较大的工作压力；年终奖金、全勤奖、带薪年假、节日礼物 其他信息 语言要求：英语、普通话 行业要求：全部行业,公司成立于2018年，是一家集海运，空运，报关，仓储，目的港服务于一体的全方位多元化的国际物流公司。多年的经验累积，使我们能够灵活运用现有代理商网络和贸易伙伴渠道， 为全球航运客户提供专业，快捷，高效的物流解决方案。世派目前已经建立起以薪酬制度、福利制度、绩效考核制度、培训管理制度等为核心的人力资源制度，并且非常重视员工生活的各项保障。真诚的希望同样热爱物流事业的精英们加入我们，公司将为每一位伙伴提供充分实现自我价值的舞台和持续的发展空间！,https://www.liepin.com/company/13320125/,https://www.liepin.com/job/1966704293.shtml,2024-05-10 17:33:02
理财经理,上海-黄浦区,本科,经验不限,,薪资面议,其他金融,,100-499人,,,,<岗位标签></岗位标签>职位介绍岗位职责： 1、负责区域内企业客户的开发、维护，挖掘客户资金需求，为客户提供以财富管理为主的服务并根据客户个性化需求提供解决方案； 2、推动和落实区域内的市场布局和规划，完成市场开拓并向客户做好产品推介并落地业务以达成相应业绩指标； 3、积极对拓展过程中存在的问题进行内部协调，及时满足客户需求，随时协调各种资源为客户提供不间断的服务，逐步建立和发展基础客户群体；4、提供高质量、高效的售前服务及售后服务； 5、积极配合参与公司营销品宣、市场推广及各类产品路演等活动； 6、上,绿地金创科技集团有限公司（简称为“绿地金创”或“绿地金创科技集团”）是一家全球经营的新兴产业集团，总部设立于中国上海。世界500强绿地集团不断探索与实践多元经营格局，以“房地产、基建、金融”为三大主业进军世界企业。绿地金创，既是集团大金融板块的核心载体，更是集团新兴产业的核心代表，形成数字科技、金融、健康、科创、教育、物管、生态园林等多元产业协同发展生态圈。自绿地金融控股集团2011年成立起，经过10余年努力，发挥“产业+金融+科技”的综合优势，秉承双向赋能的宗旨，结合金融工具的专长，围绕绿地庞大的场景、,https://www.liepin.com/company/13104391/,https://www.liepin.com/job/1953181985.shtml,2024-05-10 17:09:25
产品专员,上海-浦东新区,本科,经验不限,,8-10k,批发/零售,,50-99人,,,,"<岗位标签>to B</岗位标签>此岗位为1年期派遣合同Position OverviewResponsible for Starbucks CAP team product management in terms of documentary of sampling, BOM, spec, testing needs for designated markets. The key function of this position is to co-work with cross function te","Where we areHeadquarter is in Seattle, USA with offices in Shanghai, Manila, and Amsterdam.What we doWe design, manufacture, and market food and beverage containers. Passionately create exciting new products that reflect evolving consumer needs around the",https://www.liepin.com/company/8018041/,https://www.liepin.com/job/1960605567.shtml,2024-05-10 17:11:41
客服经理/主管,广州-增城区,,,,7-8k,科技推广服务,,,,,,<岗位标签></岗位标签>,广州芩款科技有限公司，成立于2023-09-01，位于广州市增城区派潭镇榕林路48号101房，所属行业是其他科技推广服务业。科技推广服务,https://www.liepin.com/company/13879181/,https://www.liepin.com/job/1966230155.shtml,2024-05-10 17:29:45
大同沃飞科技,大同-平城区,,,,20-30k,医药流通,,,,,,<岗位标签></岗位标签>,墨擦(上海)实业有限公司，成立于2022-12-08，位于上海市静安区石门一路86号1层，所属行业是医疗用品及器材批发。医药流通 100-499人,https://www.liepin.com/company/13867623/,https://www.liepin.com/job/1965964421.shtml,2024-05-10 17:23:02
应用工程师,上海-徐汇区,统招本科,3-5年,,13-16k·14薪,其他制造业,,100-499人,,,,<岗位标签></岗位标签>Main Duties and Responsibilities:1.产品选型方案设计及对外报价；2.合同文本准备及合同的签订； 3.负责技术协议等相关技术文件的编制； 4.负责将产品信息、技术信息等相关技术资料输入数据库并完善；5.负责设计过程中与销售员或客户的沟通，做好产品的售前、售后技术服务；6.协助经理进行产品的市场推广，做好客户的技术宣传和交流工作；7.协助经理承担公司对内和对外的技术培训工作；8.负责与生产部门的技术沟通与协调，参与生产部关于不合格品的处理意见，并负责,贺尔碧格压缩机技术（中国）有限公司是贺尔碧格集团于2021年11月在常州市新北区中瑞产业园正式投资成立的外商独资机械加工生产型企业，占地面积40余亩，项目总建筑面积约20000平方米，公司注册资本3500万美元，总投资7000万美元。达产后年销售额将超过5亿元人民币。 公司主要生产用于压缩机的核心部件及控制系统，用于工业和工艺工厂的安全防爆产品，以及燃气发动机点火系统、混合器等。主要产品包括气阀和气阀系统，环与填料，气量调节系统，注油系统，防爆阀，隔爆阀，发动机点火系统，气体混合器等。公司不但生产优质的产,https://www.liepin.com/company/13604877/,https://www.liepin.com/job/1966765091.shtml,2024-05-10 17:44:20
基金风控经理-上海,上海-闵行区,本科,5-10年,,15-30k·15薪,新能源,,100-499人,C轮,,,<岗位标签></岗位标签>1、负责制定风控政策、流程和程序，建立风控评价及预警机制，建设公司风控体系；2、负责基金产品股票、衍生品等各类资产的投资风格与绩效的评估与管理工作；3、协助市场整理和提供相关数据支持；4、针对各类型风险，根据公司的、风险战略，风险管理制度等，协助制订或修改风险管理流程、风险控制标准，并负责相关风险管理制度与流程的执行和落实。任职要求：1、国内外名校硕士及以上学历，金融、数学等相关专业；2、有证券类私募基金风控工作经验优先；3、熟悉金融市场法律法规，具有基金从业资格优先；4、较强的,美克生能源是一家专注于“血液级”电池安全预诊断技术、并向客户提供绿色能源资产的投资、建设、运营、管理等综合解决方案的国家高新技术企业，汇聚全球**科研团队，致力于实现国家“双碳”目标。 目前，公司拥有百余项知识产权，注重产研结合，推出商业化锂电池安全故障预警应用平台及数字化电池管理系统的企业，更是国内**的安全低碳绿色能源服务商。,https://www.liepin.com/company/10079031/,https://www.liepin.com/job/1966747397.shtml,2024-05-10 17:33:35
线上市场专员,上海-浦东新区,统招本科,3-5年,,10-15k·13薪,机械/设备,,100-499人,,,,<岗位标签></岗位标签>岗位职责：1.运营线上传播平台；2.建立完善用户体系，分级分类管理；3.细化用户画像，建立会员体系和日常激励，提升用户粘性；4.制作内容，吸引用户，促进活跃度，提升用户互动和转化；5.策划和执行线上活动，促进项目线索和客户转化；6.跨部门协调、协同等；职位要求：1.全日制广告、新闻、市场营销专业，本科以上学历；2.熟悉微信、微信群、视频号等运营规则；3.熟悉用户画像工具、文档和活动流程工具；4.分级运营和会员体系，生物医疗类乙方经验优先；5.具备成功的线上运维经验和案例，具备一定,上海原能细胞生物低温设备有限公司，是由我国知名企业家瞿建国先生亲自任总工程师，领衔一批博士、硕士和多学科高级工程师团队组建而成的高新技术企业。公司致力于先进细胞生物自动化低温存储装备的技术研发、产品设计与制造，以自动化、智能化的深低温生物样本存储设备为核心重点，直击前沿生物医药产业上下游的生物样本冻存痛点，提供创新解决方案。可提供整体生物样本库/细胞库的规划、建设、管理、运维等全流程一站式服务。截止2023年12月，累计申请国内外专利400+，获得授权300+（含PCT），软件著作权50+。,https://www.liepin.com/company/12440603/,https://www.liepin.com/job/1965187657.shtml,2024-05-10 17:14:56
GMP化学分析研究员,上海,本科,1-3年,,9-12k,生物技术,,100-499人,,,,<岗位标签></岗位标签>1、GMP相关体系的建立；2、化学类产品定性定量分析检测，检项安排及检测过程中问题沟通解决；3、根据检测安排或标准流程进行分析检测，如实记录分析检测数据，提供准确的检测结果；4、辅助建立原料、研制品的分析检测方法和标准操作规程；5、参与各项检测数据的内部分析讨论；提交样品分析报告；参与所有检测产品的最终结果判定； 参与客诉产品的检测复审与一般原因分析；6、分析方法的转移与验证； 7、分析检测实验室检测设备的有效维护与规范操作。录用条件：1、分析化学、药学、药物分析等相关专业，全日,韶远科技（上海）有限公司成立于2007年，专注小分子杂环砌块16年；可为用户提供小试-中试-工业化生产一站式服务；公司放大生产类似cGMP环境，产品涵盖GMP原料、API中间体以及精细化工品。近年来，随着合成生物学蓬勃发展，公司也开发多个系列的生物大分子相关的中间体，如海藻糖及衍生物、上百种糖类结合体、ADC毒素和Linkers、Protac及核苷等等。 韶远注重的人才发展，相信人才是企业发展的真正源动力，积极培养优秀的化学工作者，从而更好的为客户提供优质产品和服务，以实际行动参与我国科研基础行业建设，实,https://www.liepin.com/company/8160893/,https://www.liepin.com/job/1960645263.shtml,2024-05-10 17:12:01
SSC专员,上海-浦东新区,统招本科,1-3年,,8-10k,基金/证券/期货,,100-499人,,,,<岗位标签></岗位标签>岗位职责：1.负责公司员工入职、转正、变更、离职相关异动手续的办理;2.负责为员工办理社会保险、商业保险等福利事项；3.负责为员工办理居住证、落户手续，包括不限于留学生落户、人才引进等；4.负责公司员工数据的收集、核对和维护，进行人力资源数据分析，提供人力资源基础服务相关的各项数据支持。岗位要求：1.本科及以上学历，人力资源管理相关专业优先；2.有1-2年SSC相关工作经验，一定的数据分析能力；3.熟悉了解劳动法、社保、个税等相关政策；4.具备较强的服务意识、良好的沟通协作能力和,上海基煜基金销售有限公司(简称：基煜基金)是经中国证监会批准的独立基金销售机构，专注为机构投资者提供场外基金投资整体解决方案。基煜基金成立于2014年，公司拥有中国证监会批准的基金销售业务资质，也是中国证券投资基金业协会联席会员。公司成立以来与全国近千家不同类型的金融机构建立了长期稳固的合作关系。“基构通”是基煜基金打造的国内B2B电子化基金交易平台，为机构投资者提供电子化交易、数据分析、投资研究等场外基金投资整体解决方案。,https://www.liepin.com/company/8622177/,https://www.liepin.com/job/1966835329.shtml,2024-05-10 17:45:57
Account Executive - Luxury/Beauty,上海-静安区,统招本科,经验不限,,8-10k,广告/公关/会展,,50-99人,,,,"<岗位标签></岗位标签>【服务于全球知名Fashion品牌】Job Summary The Account Executive will be responsible for creating, managing and executing PR campaigns and news cycles involving business and consumer press, as well as other influencers on behalf of our agency clients. Thi","WE Red Bridge is an award-winning, integrated communications consultancy, born through the merging of two leading independent agencies who share a single common goal: to do things differently.With a company culture founded on integrity, teamwork, creativi",https://www.liepin.com/company/8161299/,https://www.liepin.com/job/1965988827.shtml,2024-05-10 17:23:34
滚装航线主管,上海-浦东新区,大专,3-5年,,10-15k,货运/物流/仓储,,100-499人,,,,<岗位标签>公路运输；铁路运输；航空运输；水路运输</岗位标签>您的岗位职责：1、制定滚装运管处战略目标；2、分解和实施部门战略目标，确保达成年度战略目标；3、研发推广滚装产品；4、提升滚装产品的市场竞争力；5、拓展和维护滚装供应商资源和战略性支持船东资源；6、按照制度要求处理跨部门协同工作，提高内部团队与外部客户的满意度；7、培养和管理团队成员，提升团队成员的业务能力和职业素养；8、建立滚装运管处标准化、流程化、法治化和风险控制管理体系，并跟进监督执行情况。我们希望您：1、大学专科及以上学历，国际贸易、,"国赫通供应链有限公司（Sinotraffic Supply Chain Co., Ltd.）在青岛、上海、天津、深圳、烟台、连云港、南京设有分支机构，在“一带一路”沿线重点枢纽港口布局了公共“海外仓”。公司是首批全国供应链创新与应用示范企业（全国共94家），通过海关AEO高级认证，通过ISO9001：2015质量管理体系认证，获批人社厅颁发的“博士后创新实践基地”，是高新技术企业和中国国际物流百强企业。公司专注在车辆与装备领域，公司业务覆盖：全程国内国际多式联运、外贸综合服务、“海外仓”综合服务和供应链金",https://www.liepin.com/company/13159179/,https://www.liepin.com/job/1964555883.shtml,2024-05-10 17:14:26
行政经理/主管,上海-黄浦区,,,,5-7k,计算机硬件,,,,已关闭,,,,https://www.liepin.com/company/13842951/,https://www.liepin.com/job/1965528073.shtml,2024-05-10 17:18:12
运营助理,北京-东城区,大专,实习,,300-500元/天,专业技术服务,,,,,实习,<岗位标签></岗位标签>办公地点：北京朝阳门外大街银河soho岗位职责：1.协助部门经理进行业务数据整理及分析2.负责与协助部门负责人线上线下用户渠道对接，整理相关渠道资料；3.日常会议记录，文件整理职位要求：1.专科及以上学历。2.有校园活动经验者优先3.乐观向上，积极主动,上海茫讯商务咨询中心，成立于2019-07-12，位于上海市奉贤区金海公路6055号11幢5层，所属行业是社会经济咨询。专业技术服务,https://www.liepin.com/company/12822429/,https://www.liepin.com/job/1956361251.shtml,2024-05-10 17:10:28
会计专员,深圳-龙岗区,大专,1-3年,,7-9k,贸易/进出口,,,,,,<岗位标签></岗位标签>岗位职责：1.负责供应商的账单核查及调整；2.业务系统的优化建议及推进；3.供应商相关业务数据的整理及比较；4.业务部门的工作沟通及事项推进；5.应付凭证的入账、核查、审核；6.其他事务。职位要求：1.财务相关专业；财务相关工作经验1年以上；2.表达力、沟通力、理解力良好；3.有责任心、有热情，工作细致、有条不紊；有主动性。,广州元徕贸易有限公司，成立于2023-02-07，位于广州市天河区车陂东岸祠堂大街2号3楼355室-V012，所属行业是服装批发。贸易/进出口 5000-10000人,https://www.liepin.com/company/13878973/,https://www.liepin.com/job/1966226665.shtml,2024-05-10 17:29:11
高端商务,深圳-南山区,,,,40-50k,批发/零售,,,,,,<岗位标签></岗位标签>,深圳市和鑫晟物产贸易有限公司，成立于2023-11-28，位于深圳市南山区粤海街道高新区社区科技南八路2号豪威科技大厦1435，所属行业是批发业。批发/零售,https://www.liepin.com/company/13838197/,https://www.liepin.com/job/1966008907.shtml,2024-05-10 17:24:06
Sales Representative 销售代表,上海,本科,5-10年,,薪资面议,医疗器械,,100-499人,,,,<岗位标签></岗位标签>岗位设立的目的及目标 / PRIMARY PURPOSE AND OVERALL OBJECTIVE OF THE JOBFollowing company strategy and relevant procedure to work closely with sales manager and distributors in order to achieve sales goals.主要职责 / MAIN ACCOUNTABILITIES1）Dedicated to the ,生物梅里埃公司创建于1963年，公司依赖自身的科技创新和工业生产资源，始终致力于医疗和工业用途的体外诊断产品。生物梅里埃的诊断系统由试剂、仪器和软件组成，主要围感染性疾病、工业微生物、心血管病和肿瘤四个战略领域来设计。作为梅里埃研究院的最主要核心业务，生物梅里埃的使命是通过体外诊断，为全球公共卫生事业做出贡献。生物梅里埃两大重点业务领域：临床诊断：以感染性疾病为主，还包括肿瘤与心血管急症领域。工业微生物：食品、制药、动物卫生与化妆品 临床诊断是医疗行为链条上的重要环节。通过诊断测试可对病原体（如细菌、,https://www.liepin.com/company/539025/,https://www.liepin.com/job/1966703893.shtml,2024-05-10 17:32:51
ATE测试工程师,上海-杨浦区,本科,3-5年,,10-20k,电子/半导体/集成电路,,100-499人,B轮,,,<岗位标签>半导体测试；芯片测试；线路板测试；电路测试；老化测试；集成测试</岗位标签>该职位立足于研发，面向AE。 作为研发的代表，负责与AE团队的沟通，及时向AE培训机台新功能，同时及时收集AE反馈，包括项目中遇到的问题，反馈研发内部团队并跟踪解决。该职位对候选人综合能力要求较高，需了解机台系统设计，有较强的应用开发背景，可以高效的处理并行问题。岗位职责：1-参与机台功能定义，详细了解ATE机台的功能，将机台新功能及使用方法及时更新到AE团队。2-在客户项目初期，协助AE review项目输入，判断项,上海捷策创电子科技有限公司 (Testrong ) 开始运营于 2011 年 5 月，总部位于中国集成电路产业高度发达的上海浦东新区张江高科技园区，专业从事集成电路测试完整技术研究、测试软硬件及设备开发、生产、应用，以及实验室验证分析等业务。是一家备受认可的专业先进设备展示平台及相关服务提供商，也是一家拥有自主知识产权的技术公司。 Testrong专注于提供并不断优化先进的大规模集成电路芯片测试从耗材到设备的完整解决方案，配备专业的研发和工程团队。团队成员大多具有长期且丰富的实际工作经验。,https://www.liepin.com/company/8099659/,https://www.liepin.com/job/1966188633.shtml,2024-05-10 17:28:29
毒理经理,上海-浦东新区,硕士,5-10年,,18-40k,制药,,100-499人,港股上市,,,<岗位标签></岗位标签>职责描述：1、管理外部CRO和供应商以支持非临床研发项目，或提供专业技术指导2、协调和配合不同团队和项目，包括与其他团队成员积极解决问题，积极的以目标为中心，主动解决面临的科学问题和挑战3、初步审阅临床前研究方案和报告，准备和编辑非临床文件以供公司内部讨论或提交监管机构4、负责对新药研发中毒理学实验结果进行初步解读并汇报5、保持对现行法规要求和指南的正确理解任职要求：1、相关学科领域（生物学、药学、毒理学、临床医学）硕士及以上学历 2、熟悉国际通用GLP法规、ICH技术指导原则、,"上海和誉生物医药科技有限公司（Abbisko Therapeutics Co., Ltd.，香港联交所股票代码：2256.HK）是一家创立于中国上海张江，着眼全球的创新药研发公司。和誉医药专注于肿瘤新药研发，以小分子肿瘤精准治疗和小分子肿瘤免疫治疗药物为核心，着眼病患及医药市场的需求，秉承国际新药开发的理念和标准，致力于开发新颖及高潜力药物靶点的潜在first-in-class 或best-in-class创新药物，用于改善中国及全球病人的生活质量。自2016年成立以来，和誉医药已建立14款肿瘤精确疗法和",https://www.liepin.com/company/9626353/,https://www.liepin.com/job/1966833809.shtml,2024-05-10 17:45:36
技术咨询顾问,枣庄-滕州,大专,1-3年,,6-7k,计算机硬件,,,,,,<岗位标签></岗位标签>岗位职责：1、负责公司产品认证合规咨询业务，为客户提供技术咨询服务，协助客户完成产品认证。2、为客户提供技术培训，讲解技术标准和规范。3、指导客户进行文档编写，对客户材料进行审核校对，协助客户完成送检材料编制。4、解答客户提出的技术问题，帮助客户完成产品设计。任职要求：1、1-3年以上信息安全从业经验，熟悉国内产品认证流程。2、主导或参与过3款以上国内信息安全产品认证（国密产品认证、国内EAL认证）。3、作为主要技术人员，参与过产品送检材料编写与准备。,,https://www.liepin.com/company/13842951/,https://www.liepin.com/job/1965478559.shtml,2024-05-10 17:16:03
装饰工程项目经理,上海-长宁区,大专,5-10年,,12-25k,装饰装修,,100-499人,,,,<岗位标签>多项目管理；团队管理；装饰装潢工程；硬装工程；办公建筑；教育建筑；医疗建筑；注册建造师；安全员资格证</岗位标签>职责描述：1. 对项目施工进度、成本、质量管理工作全面负责。2. 贯彻实施公司质量方针和质量目标，领导本工程项目进行策划，制定项目质量目标和项目经理部管理职责，确保质量目标的实现。3. 负责组织各种资源完成本次项目施工合同，对工程质量、施工进度、安全文明施工状况予以控制。4. 主持召开项目例会，对项目的整个生产经营活动进行组织、指挥、监督和调节。5. 建立各个领域中的社会关系、客户,IDM拥有专业的设计施工团队，能提供先进的室内设计理念和施工服务，为客户提供室内领域全方位的解决方案，从设计、施工到维修实施一站式服务。公司具有设计施工一级资质，主要为伍佰强、外资企业及优秀的民营企业提供办公室设计装修服务；同时也为高端品牌在各大商场的精品店提供深化设计及施工服务。作为专业公司，我们竭诚为客户提供下列各阶段的室内工程服务：室内设计、工程估价及价值分析、工程施工及机电服务、工程管理、顾问咨询等，我们确信可以把每个客户的想法和愿望成功实现。我们还定期进行市场研究以确保我们的想法符合当前的市场发,https://www.liepin.com/company/12251165/,https://www.liepin.com/job/1950534163.shtml,2024-05-10 17:09:05
国际贸易,上海-普陀区,大专,1-3年,,6-12k,金属制品,,100-499人,,,,<岗位标签>贸易/进出口；经济学</岗位标签>一、岗位要求：1、年龄21周岁以上，大专及以上学历；2、国际贸易行业具备1-2年的工作经验，有防护产品（防弹衣、防弹板、防弹头盔、防爆毯等）国际贸易工作经验者优先；3、应届毕业生亦可；4、英语（俄语、西班牙语）听说读写流利，熟练与外商会话沟通，处理英文信函，能熟练运用各种办公软件；5、具备一定的沟通、社交能力，有责任心，服从管理，具有良好的团队合作精神。二、岗位职责：1、负责公司芳纶纤维、高强高模聚乙烯纤维复合材料及制品（如防弹衣、防弹板、防弹头盔、防爆毯等）,江苏领瑞新材料科技有限公司位于千年文化名城镇江市，是江苏省高新技术企业。公司注册资本3000万元，是一家专业从事芳纶纤维、高强高模聚乙烯纤维复合材料、防弹、防爆、抗毁等防护产品的设计、制造、销售以及电线电缆材料的制造、销售为一体的高科技企业。 领瑞公司以自强不息、厚德载物为公司宗旨。吸引了一批高分子材料的专业技术研发人才，根据客户的特殊需求，进行个性化设计。公司拥有国内最先进的生产设备及完善的检测手段。坚持以优质的产品为先导，紧跟国际领先水平，致力于满足客户的需求，开发了一大批拥有自主知识产权的高强高模聚,https://www.liepin.com/company/8238266/,https://www.liepin.com/job/1960886793.shtml,2024-05-10 17:12:10
医学产品经理,上海-静安区,本科,3-5年,,15-30k·13薪,医疗器械,,50-99人,,,,<岗位标签>品牌推广；品牌营销</岗位标签>职位描述：1.负责产品的学术推广，制定推广策略，建立与专家合作关系并长期维护；2.负责产品相关文案，宣传软文、标书相关、策划方案等；3.负责内外部培训，公司内部销售人员和外部经销商、临床培训，并制作培训资料；4.制定产品营销策略，建立相应的销售工具包；5.各部门协作：商务部—经销商审核、市场部—市场推广相关的信息提供、销售部—营销信息传递等、工厂—产品研发及质量问题沟通、售后部—维修数据分析等；6.市场调研，能够独立调研市场信息，包括竞品信息、临床需求等7.数据,公司自2000年成立，一直以代理优秀的医疗健康设备、提供专业的技术及服务、传递前沿的生命科学信息及促进健康医学的发展帮助客户构建全面的医学解决方案。我们通过多年的努力，已成功服务了上百家医院及医疗机构。 主要业务范围：医学检验设备试剂及耗材，家用及医用呼吸机的供应及技术服务。 近年来，我们又自主研发了呼吸康复医疗设备，我们将立足上海面向全球成为生产制造的科技公司，我们研发与制造中心将致力于健康的生活方式及疾病的预防、诊断、治疗和家庭护理进行全程健康关护，不断提高人们的健康水平，并改善医疗效果。,https://www.liepin.com/company/13673379/,https://www.liepin.com/job/1962057751.shtml,2024-05-10 17:12:31
QA主管,上海-普陀区,本科,5-10年,,9-14k,食品/饮料/酒水,,1000-2000人,融资未公开,,,<岗位标签></岗位标签>岗位职责：1. 处理客户的新品上市相关的技术文件的编写和客户评审。40%2. 产品和工厂相关信息的变更。10%3. 客户相关的要求的沟通和培训。10%4. 客户产品的相关法规评估。15%5. 日常与区域工厂的业务沟通。20%6. 周报、月报和季度报表的整理。5%岗位要求：1. 食品、微生物相关的专业2. 熟悉食品行业的HACCP、FSSC22000等食品安全管理体系知识3. 具有5年左右的质量管理经验4 良好的沟通和交流能力5. 逻辑思维敏捷6. 具有一定的承压能力7 积极乐观 ,BAKKAVOR 集团是全球杰出的新鲜即食食品供应商。全球总部位于英国伦敦，并于2017年11月于伦敦股票交易所上市，2017年营业额达到200亿人民币。公司目前拥有16类5500多个产品，主要有沙拉、特色面包、甜点、汤酱、三明治、意大利面、披萨和预制蔬菜等产品在各自的品牌下发展。百卡弗集团（Bakkavor）视英国、中国和美国为全球核心发展区域。2006年进入中国市场，总部设在上海，并在武汉、咸阳、厦门、成都和太仓投资设立8家工厂，近年业务呈快速发展势头，销售收入每三年增长一倍，已成为中国鲜食食品与鲜切,https://www.liepin.com/company/7862805/,https://www.liepin.com/job/1962882507.shtml,2024-05-10 17:12:53
会计主管双休,东莞-南城区,大专,1-3年,,9-12k,批发/零售,,,,,,<岗位标签></岗位标签>岗位职责：1.负责供应商的账单核查及调整；2.业务系统的优化建议及推进；3.供应商相关业务数据的整理及比较；4.业务部门的工作沟通及事项推进；5.应付凭证的入账、核查、审核；6.其他事务。职位要求：1.财务相关专业；财务相关工作经验1年以上；2.表达力、沟通力、理解力良好；3.有责任心、有热情，工作细致、有条不紊；有主动性。,广州淮琛贸易有限公司，成立于2023-03-16，位于广州市天河区灵山东路4号四楼407单元D198房，所属行业是百货零售。批发/零售,https://www.liepin.com/company/13834407/,https://www.liepin.com/job/1965912601.shtml,2024-05-10 17:22:00
产品经理,上海,,,,20-30k,批发/零售,,,,已关闭,,,,https://www.liepin.com/company/13638391/,https://www.liepin.com/job/1966227201.shtml,2024-05-10 17:29:23
大夫,上海-黄浦区,,,,8-12k,房地产开发经营,,,沪深A股上市,,,<岗位标签></岗位标签>,深圳文科园林股份有限公司（简称“文科园林”）于1996年在深圳市注册成立，是深圳证券交易所主板A股上市企业（股票代码：002775）。公司为国有控股的混合所有制上市企业，佛山市国资委为公司实际控制人，佛山市建设发展集团有限公司为公司控股股东。 文科园林专注绿色产业发展，是国家高新技术企业、中国城市园林绿化综合竞争力十强企业、广东省500强企业和广东省环保产业骨干企业。公司深耕粤港澳大湾区，业务辐射全国，在深圳市和佛山市设有双总部，在全国各地设有20多家分子公司，业务遍布全国30个省级行政区。公司拥有风景园,https://www.liepin.com/company/8112734/,https://www.liepin.com/job/1965934395.shtml,2024-05-10 17:22:31
叉车司机,安庆-迎江区,,,,7-8k,批发/零售,,,,,,<岗位标签></岗位标签>,安庆上达贸易有限公司，成立于2023-08-07，位于安徽省安庆市迎江区顺安南苑1号楼1209室，所属行业是建材批发。批发/零售,https://www.liepin.com/company/13883017/,https://www.liepin.com/job/1966319449.shtml,2024-05-10 17:30:55
食品化验员,宁波-镇海区,大专,1-3年,,5-6k,培训服务,,,,,,"<岗位标签></岗位标签>""岗位职责：1、熟悉化验室工作基本流程，包括理化、微生物等检测流程；2、参与检测方法与质量控制技术的研究，编写相关检验方法的作业指导书及方法验证；3、按时按质完成原料、成品及其他样品检验任务，并对结果准确性负责；4、管理各项化验数据，要求整齐、清晰、准确与规范地填写相关记录文件；5、参与质量管理体系审核及认证；6、完成领导交办的其他任务。任职要求：1、食品相关专业毕业，大专及以上学历，年龄26-50岁，2、1-3年以上食品化验员工作经验，了解质量管理程序及质量管理体系；3、有化验",,https://www.liepin.com/company/13844437/,https://www.liepin.com/job/1965483757.shtml,2024-05-10 17:16:34
行政,昆明-五华区,,,,7-9k,批发/零售,,,,,,<岗位标签></岗位标签>,昆明卉柑商贸有限公司，成立于2023-12-11，位于云南省昆明市五华区丰宁街道办事处西园路麻园3号商住楼1幢3层商务区G-1005室，所属行业是批发业。批发/零售,https://www.liepin.com/company/13874207/,https://www.liepin.com/job/1966103499.shtml,2024-05-10 17:27:26
PHP工程师,深圳-宝安区,学历不限,经验不限,,7-8k,广播/影视/录音,,,,,,<岗位标签></岗位标签>岗位职责：1.核心业务功能开发和代码维护；：2.封装会议服务接口，编写会议预约逻辑。职位要求：1.大专以上学历，2年或以上P开发经验；2.熟悉LNMP环境的使用及搭建、调试、排错、优化、部署等；3.熟悉MySQL数据库开发及常用优化方法；4.熟悉Redis，了解其它nosql技术；5.熟悉Laravel、Yaf、Phalcon、Yii、ThinkP、CI中至少一种框架；6.熟悉Linux常用命令；7.掌握常见场景设计，如消息队列、缓存、高并发、高可用、高负载等；8.熟悉html/,济济（北京）网络科技有限公司，是一家以传媒为核心业务的文化新锐企业，致力于成为整合政、企、研、学、媒的国内首选高端平台！多年来，公司已形成了诚信、包容、开放、突破的核心价值观。坚持“能力+责任=价值”的用人观。不拘一格，唯才是举，把人才作为公司的核心资源，促进了公司的快速、健康发展。,https://www.liepin.com/company/9495268/,https://www.liepin.com/job/1966282047.shtml,2024-05-10 17:30:32
业务总经理(全国),上海-浦东新区,本科,10年以上,,20-30k,其他生活服务,,5000-10000人,,,,<岗位标签>餐饮/酒店；政府关系管理；销售管理；运营管理；供应链管理；生产管理</岗位标签>工作职责：1.根据集团提出的战略目标，制定分公司经营目标预算、业务规划策略，经集团审批后组织实施，并对目标负责。2.根据集团运营管理体系的要求，确保旗下所有存续项目达到相应的运营管理标准，不断提高客户满意度。3.负责开拓分公司对外经营业务，并确保关系顺畅，整合当地有利资源，挖掘项目。4.负责推进项目谈判和项目进展，并进行商务谈判及合约签署等工作。5.负责维护与政府部门、合作客户等方面的良好合作关系，把握并处理重要节,上海麦金地集团股份有限公司——全国优秀餐饮企业、“上海名牌”认证企业、中国团餐十大领军企业，是目前最具规模的专业团膳服务企业之一。公司成立于2003年，注册资本人民币9179万。星级酒店餐饮服务理念，科学设计团膳生产与服务管理流程，全面实施食品卫HACCP控制体系和ISO9001—2008质量管理体系，在日常管理中推行6T卓越现场管理。为世界500强企业、政府机关、产业园区、商务楼宇等组织机构提供从设计、生产到餐饮服务的一揽子餐饮方面的解决方案。经营宗旨为员工搭建实现人生价值的平台为客户提供健康营养的产品,https://www.liepin.com/company/9384212/,https://www.liepin.com/job/1963273881.shtml,2024-05-10 17:13:13
